Turn,Speaker,Cue,Capsules,Capsules OIE
10,Leolani,Convos are not people,,"[{'chat': 98, 'turn': 9, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has convos work at institution?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-57', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:25:59.921418', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 9, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has convos work at institution?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-57', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:25:59.921418', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
11,Thomas,Let me ask you something. Has convos work at institution?,"[{'chat': 98, 'turn': 10, 'author': 'Thomas', 'utterance': 'I work at institution', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'work-at', 'type': ['social'], 'uri': 'http://cltl.nl/leolani/n2mu/work-at'}, 'object': {'label': 'institution', 'type': ['group'], 'uri': 'http://cltl.nl/leolani/world/institution'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:08.744505', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 10, 'author': 'Thomas', 'utterance': 'I work at institution', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'work-at', 'type': ['social'], 'uri': 'http://cltl.nl/leolani/n2mu/work-at'}, 'object': {'label': 'institution', 'type': ['group'], 'uri': 'http://cltl.nl/leolani/world/institution'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:08.744505', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 10, 'author': 'Thomas', 'utterance': 'I work at institution', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'work-at', 'type': ['social'], 'uri': 'http://cltl.nl/leolani/n2mu/work-at'}, 'object': {'label': 'institution', 'type': ['group'], 'uri': 'http://cltl.nl/leolani/world/institution'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:08.744505', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 10, 'author': 'Thomas', 'utterance': 'I work at institution', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'work-at', 'type': ['social'], 'uri': 'http://cltl.nl/leolani/n2mu/work-at'}, 'object': {'label': 'institution', 'type': ['group'], 'uri': 'http://cltl.nl/leolani/world/institution'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:08.744505', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
12,Leolani,I work at institution,,"[{'chat': 98, 'turn': 11, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has thomas experience touch?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-54', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:11.250119', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 11, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has thomas experience touch?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-54', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:11.250119', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
13,Thomas,Let me ask you something. Has thomas experience touch?,"[{'chat': 98, 'turn': 12, 'author': 'Thomas', 'utterance': 'I have experience touch', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-23', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'have', 'type': ['possession'], 'uri': 'http://cltl.nl/leolani/n2mu/have'}, 'object': {'label': 'experience-touch', 'type': ['cognition', 'event'], 'uri': 'http://cltl.nl/leolani/world/experience-touch'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:18.042015', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 12, 'author': 'Thomas', 'utterance': 'I have experience touch', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-23', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'have', 'type': ['possession'], 'uri': 'http://cltl.nl/leolani/n2mu/have'}, 'object': {'label': 'experience-touch', 'type': ['cognition', 'event'], 'uri': 'http://cltl.nl/leolani/world/experience-touch'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:18.042015', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
14,Leolani,I have experience touch,"[{'chat': 98, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am curious. Has thomas own object?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-36', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'be', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'curious.-Has-thomas-own-object', 'type': ['agent', 'possession'], 'uri': 'http://cltl.nl/leolani/world/curious.-has-thomas-own-object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:19.600203', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am curious. Has thomas own object?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-36', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'be', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'curious.-Has-thomas-own-object', 'type': ['agent', 'possession'], 'uri': 'http://cltl.nl/leolani/world/curious.-has-thomas-own-object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:19.600203', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am curious. Has thomas own object?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-36', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'be', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'curious.-Has-thomas-own-object', 'type': ['agent', 'possession'], 'uri': 'http://cltl.nl/leolani/world/curious.-has-thomas-own-object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:19.600203', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am curious. Has thomas own object?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-36', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'be', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'curious.-Has-thomas-own-object', 'type': ['agent', 'possession'], 'uri': 'http://cltl.nl/leolani/world/curious.-has-thomas-own-object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:19.600203', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am curious. Has thomas own object?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-36', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'be', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'curious.-Has-thomas-own-object', 'type': ['agent', 'possession'], 'uri': 'http://cltl.nl/leolani/world/curious.-has-thomas-own-object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:19.600203', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am curious. Has thomas own object?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-36', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'be', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'curious.-Has-thomas-own-object', 'type': ['agent', 'possession'], 'uri': 'http://cltl.nl/leolani/world/curious.-has-thomas-own-object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:19.600203', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am curious. Has thomas own object?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-36', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'be', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'curious.-Has-thomas-own-object', 'type': ['agent', 'possession'], 'uri': 'http://cltl.nl/leolani/world/curious.-has-thomas-own-object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:19.600203', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
15,Thomas,I am curious. Has thomas own object?,"[{'chat': 98, 'turn': 14, 'author': 'Thomas', 'utterance': 'I own object', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-12', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'own', 'type': ['possession'], 'uri': 'http://cltl.nl/leolani/n2mu/own'}, 'object': {'label': 'object', 'type': [], 'uri': 'http://cltl.nl/leolani/world/object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:23.104704', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 14, 'author': 'Thomas', 'utterance': 'I own object', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-12', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'own', 'type': ['possession'], 'uri': 'http://cltl.nl/leolani/n2mu/own'}, 'object': {'label': 'object', 'type': [], 'uri': 'http://cltl.nl/leolani/world/object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:23.104704', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 14, 'author': 'Thomas', 'utterance': 'I own object', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-12', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'own', 'type': ['possession'], 'uri': 'http://cltl.nl/leolani/n2mu/own'}, 'object': {'label': 'object', 'type': [], 'uri': 'http://cltl.nl/leolani/world/object'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:23.104704', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
16,Leolani,I own object,"[{'chat': 98, 'turn': 15, 'author': 'Leolani', 'utterance': 'Interesting! I am excited to get to know about you!', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-51', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'Interesting!-excite-to', 'type': ['person', 'agent'], 'uri': 'http://cltl.nl/leolani/n2mu/interesting!-excite-to'}, 'object': {'label': 'know-to-get-about-you!', 'type': ['cognition', 'possession', 'agent'], 'uri': 'http://cltl.nl/leolani/world/know-to-get-about-you!'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:24.673400', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 15, 'author': 'Leolani', 'utterance': 'Interesting! I am excited to get to know about you!', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-51', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'Interesting!-excite-to', 'type': ['person', 'agent'], 'uri': 'http://cltl.nl/leolani/n2mu/interesting!-excite-to'}, 'object': {'label': 'know-to-get-about-you!', 'type': ['cognition', 'possession', 'agent'], 'uri': 'http://cltl.nl/leolani/world/know-to-get-about-you!'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:24.673400', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 15, 'author': 'Leolani', 'utterance': 'Interesting! I am excited to get to know about you!', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-51', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'Interesting!-excite-to', 'type': ['person', 'agent'], 'uri': 'http://cltl.nl/leolani/n2mu/interesting!-excite-to'}, 'object': {'label': 'know-to-get-about-you!', 'type': ['cognition', 'possession', 'agent'], 'uri': 'http://cltl.nl/leolani/world/know-to-get-about-you!'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:24.673400', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 15, 'author': 'Leolani', 'utterance': 'Interesting! I am excited to get to know about you!', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-51', 'subject': {'label': 'Leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'Interesting!-excite-to', 'type': ['person', 'agent'], 'uri': 'http://cltl.nl/leolani/n2mu/interesting!-excite-to'}, 'object': {'label': 'know-to-get-about-you!', 'type': ['cognition', 'possession', 'agent'], 'uri': 'http://cltl.nl/leolani/world/know-to-get-about-you!'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:24.673400', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
17,Thomas,Interesting! I am excited to get to know about you!,"[{'chat': 98, 'turn': 16, 'author': 'Thomas', 'utterance': 'What do you want to know?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-25', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'want-to', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/want-to'}, 'object': {'label': 'know', 'type': ['cognition'], 'uri': 'http://cltl.nl/leolani/world/know'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:28.434428', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 16, 'author': 'Thomas', 'utterance': 'What do you want to know?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-25', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'want-to', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/want-to'}, 'object': {'label': 'know', 'type': ['cognition'], 'uri': 'http://cltl.nl/leolani/world/know'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:28.434428', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 16, 'author': 'Thomas', 'utterance': 'What do you want to know?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-25', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'want-to', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/want-to'}, 'object': {'label': 'know', 'type': ['cognition'], 'uri': 'http://cltl.nl/leolani/world/know'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:28.434428', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 16, 'author': 'Thomas', 'utterance': 'What do you want to know?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-25', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'want-to', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/want-to'}, 'object': {'label': 'know', 'type': ['cognition'], 'uri': 'http://cltl.nl/leolani/world/know'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:28.434428', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 16, 'author': 'Thomas', 'utterance': 'What do you want to know?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-25', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'want-to', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/want-to'}, 'object': {'label': 'know', 'type': ['cognition'], 'uri': 'http://cltl.nl/leolani/world/know'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:28.434428', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 16, 'author': 'Thomas', 'utterance': 'What do you want to know?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-25', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'want-to', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/want-to'}, 'object': {'label': 'know', 'type': ['cognition'], 'uri': 'http://cltl.nl/leolani/world/know'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:28.434428', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 16, 'author': 'Thomas', 'utterance': 'What do you want to know?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-25', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'want-to', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/want-to'}, 'object': {'label': 'know', 'type': ['cognition'], 'uri': 'http://cltl.nl/leolani/world/know'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:28.434428', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 16, 'author': 'Thomas', 'utterance': 'What do you want to know?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-25', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'want-to', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/want-to'}, 'object': {'label': 'know', 'type': ['cognition'], 'uri': 'http://cltl.nl/leolani/world/know'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:28.434428', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
18,Leolani,What do you want to know?,,"[{'chat': 98, 'turn': 17, 'author': 'Leolani', 'utterance': 'I know agent usually want to verb.cognition, but I do not know this case', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-72', 'subject': {'label': 'agent', 'type': [], 'uri': 'http://cltl.nl/leolani/world/agent'}, 'predicate': {'label': 'usually want to', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/usually_want_to'}, 'object': {'label': 'verb.cognition', 'type': [], 'uri': 'http://cltl.nl/leolani/world/verb.cognition'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:32.058858', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 98, 'turn': 17, 'author': 'Leolani', 'utterance': 'I know agent usually want to verb.cognition, but I do not know this case', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-72', 'subject': {'label': 'agent', 'type': [], 'uri': 'http://cltl.nl/leolani/world/agent'}, 'predicate': {'label': 'want to', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/want_to'}, 'object': {'label': 'verb.cognition', 'type': [], 'uri': 'http://cltl.nl/leolani/world/verb.cognition'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:26:32.058858', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
19,Thomas,"I know agent usually want to verb.cognition, but I do not know this case","[{'chat': 98, 'turn': 18, 'author': 'Thomas', 'utterance': 'I like sushi', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-12', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'like', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/like'}, 'object': {'label': 'sushi', 'type': ['food'], 'uri': 'http://cltl.nl/leolani/world/sushi'}, 'perspective': {'sentiment': 0.75, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:43.790536', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
20,Leolani,I like sushi,,
21,Thomas,Exciting news! I did not know anything that thomas like,"[{'chat': 98, 'turn': 20, 'author': 'Thomas', 'utterance': 'I also like cats', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-16', 'subject': {'label': 'Thomas', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'predicate': {'label': 'like', 'type': ['emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/like'}, 'object': {'label': 'cats', 'type': ['animal'], 'uri': 'http://cltl.nl/leolani/world/cats'}, 'perspective': {'sentiment': 0.75, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:26:56.194781', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
22,Leolani,I also like cats,,
23,Thomas,If you don't mind me asking. What types of animal orInstance like cats do person orInstance usually like,,
24,Leolani,stop,,
25,Fina,"And thus, I die",,
26,Fina,"What's up? I've told you my name, but what about yours? Thomas?",,
27,Leolani,Fina,"[{'chat': 111, 'turn': 2, 'author': 'Leolani', 'utterance': 'So your name is Fina?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'So-your-name', 'type': ['adv', 'communication'], 'uri': 'http://cltl.nl/leolani/world/so-your-name'}, 'predicate': {'label': 'be', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'Fina', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/fina'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:27:36.268103', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 111, 'turn': 2, 'author': 'Leolani', 'utterance': 'So your name is Fina?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'So-your-name', 'type': ['adv', 'communication'], 'uri': 'http://cltl.nl/leolani/world/so-your-name'}, 'predicate': {'label': 'be', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'Fina', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/fina'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:27:36.268103', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
28,Fina,So your name is Fina?,,
