Turn,Speaker,Cue,Capsules,Capsules OIE
54,Fajjaaz,I am glad to have learned something new. I did not know anybody who know now,,"[{'chat': 120, 'turn': 53, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who know now', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something new', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:56:35.826244', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 53, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who know now', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'am', 'type': []}, 'object': {'label': 'glad', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:56:35.826244', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 53, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who know now', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:56:35.826244', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
55,Leolani2,Great that I could help you,,"[{'chat': 120, 'turn': 54, 'author': 'Leolani', 'utterance': 'Great that I could help you', 'utterance_type': 'STATEMENT', 'position': '0-27', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'help', 'type': []}, 'object': {'label': 'you', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:56:42.365742', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
56,Fajjaaz,I am curious. Has leolani play by a song?,,"[{'chat': 120, 'turn': 55, 'author': 'Leolani', 'utterance': 'I am curious. Has leolani play by a song?', 'utterance_type': 'STATEMENT', 'position': '0-41', 'subject': {'label': 'leolani', 'type': []}, 'predicate': {'label': 'Has play by', 'type': []}, 'object': {'label': 'song', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:56:48.901900', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 55, 'author': 'Leolani', 'utterance': 'I am curious. Has leolani play by a song?', 'utterance_type': 'STATEMENT', 'position': '0-41', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'am', 'type': []}, 'object': {'label': 'curious', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:56:48.901900', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
57,Leolani2,No,,
58,Fajjaaz,But at what cost?,,
59,Leolani2,stop,,
60,Leolani2,"I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short.",,
61,,"What's up? I've told you my name, but what about yours? Stranger?",,
62,,Hidde,,
63,,So your name is Hidde?,,"[{'chat': 120, 'turn': 62, 'author': 'Leolani', 'utterance': 'So your name is Hidde?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'Hidde', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:57:34.284045', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 62, 'author': 'Leolani', 'utterance': 'So your name is Hidde?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'So Hidde', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:57:34.284045', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
64,Leolani2,yes,,
65,Hidde,Would you like to chat? I'll do my best to keep up,,"[{'chat': 120, 'turn': 64, 'author': 'Leolani', 'utterance': ""Would you like to chat? I'll do my best to keep up"", 'utterance_type': 'STATEMENT', 'position': '0-50', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': ""'ll do"", 'type': []}, 'object': {'label': 'my best', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:57:47.185549', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 64, 'author': 'Leolani', 'utterance': ""Would you like to chat? I'll do my best to keep up"", 'utterance_type': 'STATEMENT', 'position': '0-50', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Would like', 'type': []}, 'object': {'label': 'chat', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:57:47.185549', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 64, 'author': 'Leolani', 'utterance': ""Would you like to chat? I'll do my best to keep up"", 'utterance_type': 'STATEMENT', 'position': '0-50', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Would like', 'type': []}, 'object': {'label': 'to chat', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:57:47.185549', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
66,Leolani2,Do you like dogs?,,
67,Hidde,"I know agent usually do like noun.animal, but I do not know this case",,"[{'chat': 120, 'turn': 66, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.animal, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually do like', 'type': []}, 'object': {'label': 'noun.animal', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:58:00.386759', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 66, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.animal, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'do like', 'type': []}, 'object': {'label': 'noun.animal', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:58:00.386759', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
68,Leolani2,Where do you live?,,
69,Hidde,I don't know,,
70,Leolani2,Do you like pizza?,,
71,Hidde,"I know agent usually do like noun.food, but I do not know this case",,"[{'chat': 120, 'turn': 70, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.food, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'do like', 'type': []}, 'object': {'label': 'noun.food', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:58:26.585197', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 70, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.food, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually do like', 'type': []}, 'object': {'label': 'noun.food', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:58:26.585197', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
72,Leolani2,I live in Amsterdam,,"[{'chat': 120, 'turn': 71, 'author': 'Leolani', 'utterance': 'I live in Amsterdam', 'utterance_type': 'STATEMENT', 'position': '0-19', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'live in', 'type': []}, 'object': {'label': 'Amsterdam', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:58:33.115969', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
73,Hidde,Let me ask you something. Has a cuisine ever be from amsterdam?,,"[{'chat': 120, 'turn': 72, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has a cuisine ever be from amsterdam?', 'utterance_type': 'STATEMENT', 'position': '0-63', 'subject': {'label': 'cuisine', 'type': []}, 'predicate': {'label': 'be from', 'type': []}, 'object': {'label': 'Has ever amsterdam', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:58:39.620917', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 72, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has a cuisine ever be from amsterdam?', 'utterance_type': 'STATEMENT', 'position': '0-63', 'subject': {'label': 'me', 'type': []}, 'predicate': {'label': 'ask', 'type': []}, 'object': {'label': 'you', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:58:39.620917', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 72, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has a cuisine ever be from amsterdam?', 'utterance_type': 'STATEMENT', 'position': '0-63', 'subject': {'label': 'me', 'type': []}, 'predicate': {'label': 'ask', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:58:39.620917', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 72, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has a cuisine ever be from amsterdam?', 'utterance_type': 'STATEMENT', 'position': '0-63', 'subject': {'label': 'cuisine', 'type': []}, 'predicate': {'label': 'be from', 'type': []}, 'object': {'label': 'Has amsterdam', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:58:39.620917', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
74,Leolani2,yes,,
75,Hidde,... just like in my dream,,
76,Leolani2,stop,,
77,Leolani2,That's just what he/she/they would've said,,
78,,What's up? What is your name? Stranger?,,
79,,Nihed,,
80,,So your name is Nihed?,,"[{'chat': 120, 'turn': 79, 'author': 'Leolani', 'utterance': 'So your name is Nihed?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'Nihed', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:59:25.255293', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 79, 'author': 'Leolani', 'utterance': 'So your name is Nihed?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'So Nihed', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:59:25.255293', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
81,Leolani2,yes,,
82,Nihed,Do you have any gossip?,,"[{'chat': 120, 'turn': 81, 'author': 'Leolani', 'utterance': 'Do you have any gossip?', 'utterance_type': 'STATEMENT', 'position': '0-23', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Do have', 'type': []}, 'object': {'label': 'gossip', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:59:38.263313', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
83,Leolani2,Fajjaaz is my friend,,"[{'chat': 120, 'turn': 82, 'author': 'Leolani', 'utterance': 'Fajjaaz is my friend', 'utterance_type': 'STATEMENT', 'position': '0-20', 'subject': {'label': 'Fajjaaz', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'my friend', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:59:44.766004', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
84,Nihed,If you don't mind me asking. Has nihed friend be family of by a person?,,"[{'chat': 120, 'turn': 83, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has nihed friend be family of by a person?"", 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'nihed friend', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:59:51.311977', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 83, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has nihed friend be family of by a person?"", 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'friend', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:59:51.311977', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 83, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has nihed friend be family of by a person?"", 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'friend', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family of by person', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:59:51.311977', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 83, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has nihed friend be family of by a person?"", 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'nihed friend', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family of by person', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:59:51.311977', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
85,Leolani2,Yes Hidde is his uncle,,"[{'chat': 120, 'turn': 84, 'author': 'Leolani', 'utterance': 'Yes Hidde is his uncle', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'Hidde', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'his uncle', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:59:57.814681', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
86,Nihed,If you don't mind me asking. What kinds of things can be a his uncle like lea hidde,,"[{'chat': 120, 'turn': 85, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. What kinds of things can be a his uncle like lea hidde"", 'utterance_type': 'STATEMENT', 'position': '0-83', 'subject': {'label': 'things', 'type': []}, 'predicate': {'label': 'kinds of be', 'type': []}, 'object': {'label': 'can his uncle like lea hidde', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:04.309540', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 85, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. What kinds of things can be a his uncle like lea hidde"", 'utterance_type': 'STATEMENT', 'position': '0-83', 'subject': {'label': 'things', 'type': []}, 'predicate': {'label': 'kinds of be', 'type': []}, 'object': {'label': 'can his uncle', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:04.309540', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
87,Leolani2,An uncle is a man,,"[{'chat': 120, 'turn': 86, 'author': 'Leolani', 'utterance': 'An uncle is a man', 'utterance_type': 'STATEMENT', 'position': '0-17', 'subject': {'label': 'uncle', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'man', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:10.868898', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
88,Nihed,I am glad to have learned something new. I did not know anything that an uncle be,,"[{'chat': 120, 'turn': 87, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anything that an uncle be', 'utterance_type': 'STATEMENT', 'position': '0-81', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something new', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:17.394874', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 87, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anything that an uncle be', 'utterance_type': 'STATEMENT', 'position': '0-81', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'am', 'type': []}, 'object': {'label': 'glad', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:17.394874', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 87, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anything that an uncle be', 'utterance_type': 'STATEMENT', 'position': '0-81', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:17.394874', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
89,Leolani2,Do you know an aunt?,,"[{'chat': 120, 'turn': 88, 'author': 'Leolani', 'utterance': 'Do you know an aunt?', 'utterance_type': 'STATEMENT', 'position': '0-20', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Do know', 'type': []}, 'object': {'label': 'aunt', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:23.972278', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
90,Nihed,"I know agent usually do know article:indefinite, but I do not know this case",,"[{'chat': 120, 'turn': 89, 'author': 'Leolani', 'utterance': 'I know agent usually do know article:indefinite, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'know', 'type': []}, 'object': {'label': 'article', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:30.492647', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 89, 'author': 'Leolani', 'utterance': 'I know agent usually do know article:indefinite, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually know', 'type': []}, 'object': {'label': 'article', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:30.492647', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
91,Leolani2,an aunt is a woman,,"[{'chat': 120, 'turn': 90, 'author': 'Leolani', 'utterance': 'an aunt is a woman', 'utterance_type': 'STATEMENT', 'position': '0-18', 'subject': {'label': 'aunt', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'woman', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:37.056537', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
92,Nihed,This is news to me. I had never heard about an aunt before!,,"[{'chat': 120, 'turn': 91, 'author': 'Leolani', 'utterance': 'This is news to me. I had never heard about an aunt before!', 'utterance_type': 'STATEMENT', 'position': '0-59', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'had heard before about', 'type': []}, 'object': {'label': 'aunt', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:43.578353', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 91, 'author': 'Leolani', 'utterance': 'This is news to me. I had never heard about an aunt before!', 'utterance_type': 'STATEMENT', 'position': '0-59', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'had heard about', 'type': []}, 'object': {'label': 'aunt', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:43.578353', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 120, 'turn': 91, 'author': 'Leolani', 'utterance': 'This is news to me. I had never heard about an aunt before!', 'utterance_type': 'STATEMENT', 'position': '0-59', 'subject': {'label': 'This', 'type': []}, 'predicate': {'label': 'is news to', 'type': []}, 'object': {'label': 'me', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:00:43.578353', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
93,Leolani2,stop,,
94,Leolani2,Why?,,
95,Nihed,Do you have any gossip?,,"[{'chat': 120, 'turn': 94, 'author': 'Leolani', 'utterance': 'Do you have any gossip?', 'utterance_type': 'STATEMENT', 'position': '0-23', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Do have', 'type': []}, 'object': {'label': 'gossip', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T02:01:02.967490', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
96,Leolani2,stop,,
