Turn,Speaker,Cue,Capsules,Capsules OIE
38,Fajjaaz,This is news to me. I am excited to get to know about you!,,"[{'chat': 40, 'turn': 37, 'author': 'Leolani', 'utterance': 'This is news to me. I am excited to get to know about you!', 'utterance_type': 'STATEMENT', 'position': '0-58', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'get', 'type': []}, 'object': {'label': 'know', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:37:47.414498', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 37, 'author': 'Leolani', 'utterance': 'This is news to me. I am excited to get to know about you!', 'utterance_type': 'STATEMENT', 'position': '0-58', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'am', 'type': []}, 'object': {'label': 'excited', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:37:47.414498', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 37, 'author': 'Leolani', 'utterance': 'This is news to me. I am excited to get to know about you!', 'utterance_type': 'STATEMENT', 'position': '0-58', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'get', 'type': []}, 'object': {'label': 'to know about you', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:37:47.414498', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 37, 'author': 'Leolani', 'utterance': 'This is news to me. I am excited to get to know about you!', 'utterance_type': 'STATEMENT', 'position': '0-58', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'get', 'type': []}, 'object': {'label': 'know about you', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:37:47.414498', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 37, 'author': 'Leolani', 'utterance': 'This is news to me. I am excited to get to know about you!', 'utterance_type': 'STATEMENT', 'position': '0-58', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'get', 'type': []}, 'object': {'label': 'to know', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:37:47.414498', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 37, 'author': 'Leolani', 'utterance': 'This is news to me. I am excited to get to know about you!', 'utterance_type': 'STATEMENT', 'position': '0-58', 'subject': {'label': 'This', 'type': []}, 'predicate': {'label': 'is news to', 'type': []}, 'object': {'label': 'me', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:37:47.414498', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
39,Leolani2,thank you,,
40,Fajjaaz,Wise words by wise men write wise deeds in wise pen,,"[{'chat': 40, 'turn': 39, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': 'STATEMENT', 'position': '0-51', 'subject': {'label': 'Wise words', 'type': []}, 'predicate': {'label': 'write deeds in', 'type': []}, 'object': {'label': 'wise pen', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:00.548267', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 39, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': 'STATEMENT', 'position': '0-51', 'subject': {'label': 'Wise words', 'type': []}, 'predicate': {'label': 'write in', 'type': []}, 'object': {'label': 'wise pen', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:00.548267', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 39, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': 'STATEMENT', 'position': '0-51', 'subject': {'label': 'Wise words', 'type': []}, 'predicate': {'label': 'write', 'type': []}, 'object': {'label': 'wise deeds', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:00.548267', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 39, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': 'STATEMENT', 'position': '0-51', 'subject': {'label': 'Wise words', 'type': []}, 'predicate': {'label': 'write', 'type': []}, 'object': {'label': 'deeds', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:00.548267', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 39, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': 'STATEMENT', 'position': '0-51', 'subject': {'label': 'Wise words', 'type': []}, 'predicate': {'label': 'write deeds in', 'type': []}, 'object': {'label': 'pen', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:00.548267', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 39, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': 'STATEMENT', 'position': '0-51', 'subject': {'label': 'Wise words', 'type': []}, 'predicate': {'label': 'write in', 'type': []}, 'object': {'label': 'pen', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:00.548267', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
41,Leolani2,word!,,
42,Fajjaaz,That's just what he/she/they would've said,,
43,Leolani2,stop,,
44,Leolani2,... just like in my dream,,
45,,Hello! Can you tell me your name Stranger?,,"[{'chat': 40, 'turn': 44, 'author': 'Leolani', 'utterance': 'Hello! Can you tell me your name Stranger?', 'utterance_type': 'STATEMENT', 'position': '0-42', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Can tell', 'type': []}, 'object': {'label': 'me', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:33.446096', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 44, 'author': 'Leolani', 'utterance': 'Hello! Can you tell me your name Stranger?', 'utterance_type': 'STATEMENT', 'position': '0-42', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Can tell', 'type': []}, 'object': {'label': 'your name Stranger', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:33.446096', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
46,,Hidde,,
47,,So your name is Hidde?,,"[{'chat': 40, 'turn': 46, 'author': 'Leolani', 'utterance': 'So your name is Hidde?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'Hidde', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:46.633695', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 46, 'author': 'Leolani', 'utterance': 'So your name is Hidde?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'So Hidde', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:38:46.633695', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
48,Leolani2,yes,,
49,Hidde,"Tell me something, anything!",,
50,Leolani2,I like candy,,"[{'chat': 40, 'turn': 49, 'author': 'Leolani', 'utterance': 'I like candy', 'utterance_type': 'STATEMENT', 'position': '0-12', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'like', 'type': []}, 'object': {'label': 'candy', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:39:06.283230', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
51,Hidde,Let me ask you something. Has candy favorite of by a agent?,,"[{'chat': 40, 'turn': 50, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has candy favorite of by a agent?', 'utterance_type': 'STATEMENT', 'position': '0-59', 'subject': {'label': 'me', 'type': []}, 'predicate': {'label': 'ask', 'type': []}, 'object': {'label': 'you', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:39:12.894207', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 50, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has candy favorite of by a agent?', 'utterance_type': 'STATEMENT', 'position': '0-59', 'subject': {'label': 'me', 'type': []}, 'predicate': {'label': 'ask', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:39:12.894207', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
52,Leolani2,"yes, candy is favorite of Fajjaaz",,"[{'chat': 40, 'turn': 51, 'author': 'Leolani', 'utterance': 'yes, candy is favorite of Fajjaaz', 'utterance_type': 'STATEMENT', 'position': '0-33', 'subject': {'label': 'candy', 'type': []}, 'predicate': {'label': 'is favorite of', 'type': []}, 'object': {'label': 'Fajjaaz', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:39:19.425037', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 51, 'author': 'Leolani', 'utterance': 'yes, candy is favorite of Fajjaaz', 'utterance_type': 'STATEMENT', 'position': '0-33', 'subject': {'label': 'candy', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'favorite', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:39:19.425037', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
53,Hidde,Interesting! I did not know anything that yes candy be,,
54,Leolani2,Do you like sushi?,,
55,Hidde,"I know agent usually do like noun.food, but I do not know this case",,"[{'chat': 40, 'turn': 54, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.food, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'do like', 'type': []}, 'object': {'label': 'noun.food', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:39:39.215082', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 54, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.food, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually do like', 'type': []}, 'object': {'label': 'noun.food', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:39:39.215082', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
56,Leolani2,I like tapas,,"[{'chat': 40, 'turn': 55, 'author': 'Leolani', 'utterance': 'I like tapas', 'utterance_type': 'STATEMENT', 'position': '0-12', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'like', 'type': []}, 'object': {'label': 'tapas', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:39:45.778154', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
57,Hidde,I did not know that! I did not know anybody who like tapas,,
58,Leolani2,stop,,
59,Leolani2,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be",,"[{'chat': 40, 'turn': 58, 'author': 'Leolani', 'utterance': 'I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be', 'utterance_type': 'STATEMENT', 'position': '0-148', 'subject': {'label': 'aisle', 'type': []}, 'predicate': {'label': 'is going', 'type': []}, 'object': {'label': 'be', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:05.424252', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 58, 'author': 'Leolani', 'utterance': 'I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be', 'utterance_type': 'STATEMENT', 'position': '0-148', 'subject': {'label': 'aisle', 'type': []}, 'predicate': {'label': 'long is going', 'type': []}, 'object': {'label': 'to be', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:05.424252', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 58, 'author': 'Leolani', 'utterance': 'I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be', 'utterance_type': 'STATEMENT', 'position': '0-148', 'subject': {'label': 'aisle', 'type': []}, 'predicate': {'label': 'how long is going', 'type': []}, 'object': {'label': 'to be', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:05.424252', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 58, 'author': 'Leolani', 'utterance': 'I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be', 'utterance_type': 'STATEMENT', 'position': '0-148', 'subject': {'label': 'aisle', 'type': []}, 'predicate': {'label': 'is going', 'type': []}, 'object': {'label': 'to be', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:05.424252', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 58, 'author': 'Leolani', 'utterance': 'I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be', 'utterance_type': 'STATEMENT', 'position': '0-148', 'subject': {'label': 'aisle', 'type': []}, 'predicate': {'label': 'how long is going', 'type': []}, 'object': {'label': 'be', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:05.424252', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 58, 'author': 'Leolani', 'utterance': 'I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be', 'utterance_type': 'STATEMENT', 'position': '0-148', 'subject': {'label': 'aisle', 'type': []}, 'predicate': {'label': 'long is going', 'type': []}, 'object': {'label': 'be', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:05.424252', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
60,,How's it going? Who are you? Hidde?,,
61,,Nihed,,
62,,So your name is Nihed?,,"[{'chat': 40, 'turn': 61, 'author': 'Leolani', 'utterance': 'So your name is Nihed?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'Nihed', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:25.212149', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 61, 'author': 'Leolani', 'utterance': 'So your name is Nihed?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'So Nihed', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:25.212149', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
63,Leolani2,yes,,
64,Nihed,Do you have any gossip?,,"[{'chat': 40, 'turn': 63, 'author': 'Leolani', 'utterance': 'Do you have any gossip?', 'utterance_type': 'STATEMENT', 'position': '0-23', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Do have', 'type': []}, 'object': {'label': 'gossip', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:38.187667', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
65,Leolani2,I work at Deloitte,,"[{'chat': 40, 'turn': 64, 'author': 'Leolani', 'utterance': 'I work at Deloitte', 'utterance_type': 'STATEMENT', 'position': '0-18', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'work at', 'type': []}, 'object': {'label': 'Deloitte', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:44.602861', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
66,Nihed,"I just learned something, I had never heard about deloitte before!",,"[{'chat': 40, 'turn': 65, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about deloitte before!', 'utterance_type': 'STATEMENT', 'position': '0-66', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'had heard before about', 'type': []}, 'object': {'label': 'deloitte', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:51.031541', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 65, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about deloitte before!', 'utterance_type': 'STATEMENT', 'position': '0-66', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'just learned', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:51.031541', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 65, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about deloitte before!', 'utterance_type': 'STATEMENT', 'position': '0-66', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:51.031541', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 65, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about deloitte before!', 'utterance_type': 'STATEMENT', 'position': '0-66', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'had heard about', 'type': []}, 'object': {'label': 'deloitte', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:40:51.031541', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
67,Leolani2,That is a company,,
68,Nihed,If you don't mind me asking. Has tae ever cook by a food?,,"[{'chat': 40, 'turn': 67, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has tae ever cook by a food?"", 'utterance_type': 'STATEMENT', 'position': '0-57', 'subject': {'label': 'tae', 'type': []}, 'predicate': {'label': 'Has cook by', 'type': []}, 'object': {'label': 'food', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:04.298437', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 67, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has tae ever cook by a food?"", 'utterance_type': 'STATEMENT', 'position': '0-57', 'subject': {'label': 'tae', 'type': []}, 'predicate': {'label': 'Has ever cook by', 'type': []}, 'object': {'label': 'food', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:04.298437', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
69,Leolani2,Yes he is a cook,,"[{'chat': 40, 'turn': 68, 'author': 'Leolani', 'utterance': 'Yes he is a cook', 'utterance_type': 'STATEMENT', 'position': '0-16', 'subject': {'label': 'he', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'cook', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:10.891331', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
70,Nihed,"I know pronoun:third usually lea article:indefinite, but I do not know this case",,"[{'chat': 40, 'turn': 69, 'author': 'Leolani', 'utterance': 'I know pronoun:third usually lea article:indefinite, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-80', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'know', 'type': []}, 'object': {'label': 'pronoun', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:17.458652', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
71,Leolani2,Do you like cooking?,,
72,Nihed,"I know agent usually do like noun.act, but I do not know this case",,"[{'chat': 40, 'turn': 71, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.act, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-66', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually do like', 'type': []}, 'object': {'label': 'noun.act', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:30.572376', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 71, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.act, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-66', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'do like', 'type': []}, 'object': {'label': 'noun.act', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:30.572376', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
73,Leolani2,I like to cook by myself,,"[{'chat': 40, 'turn': 72, 'author': 'Leolani', 'utterance': 'I like to cook by myself', 'utterance_type': 'STATEMENT', 'position': '0-24', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'like', 'type': []}, 'object': {'label': 'to cook by myself', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:37.072853', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 72, 'author': 'Leolani', 'utterance': 'I like to cook by myself', 'utterance_type': 'STATEMENT', 'position': '0-24', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'like', 'type': []}, 'object': {'label': 'to cook', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:37.072853', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 72, 'author': 'Leolani', 'utterance': 'I like to cook by myself', 'utterance_type': 'STATEMENT', 'position': '0-24', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'like', 'type': []}, 'object': {'label': 'cook', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:37.072853', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 72, 'author': 'Leolani', 'utterance': 'I like to cook by myself', 'utterance_type': 'STATEMENT', 'position': '0-24', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'like', 'type': []}, 'object': {'label': 'cook by myself', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:37.072853', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 72, 'author': 'Leolani', 'utterance': 'I like to cook by myself', 'utterance_type': 'STATEMENT', 'position': '0-24', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'cook by', 'type': []}, 'object': {'label': 'myself', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:37.072853', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
74,Nihed,This is news to me. I did not know anybody who like to cook by myself,,"[{'chat': 40, 'turn': 73, 'author': 'Leolani', 'utterance': 'This is news to me. I did not know anybody who like to cook by myself', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'This', 'type': []}, 'predicate': {'label': 'is news to', 'type': []}, 'object': {'label': 'me', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:43.568448', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
75,Leolani2,Do you know some food?,,"[{'chat': 40, 'turn': 74, 'author': 'Leolani', 'utterance': 'Do you know some food?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Do know', 'type': []}, 'object': {'label': 'food', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:50.141810', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
76,Nihed,"I know agent usually do know noun.Tops, but I do not know this case",,"[{'chat': 40, 'turn': 75, 'author': 'Leolani', 'utterance': 'I know agent usually do know noun.Tops, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually know', 'type': []}, 'object': {'label': 'noun.Tops', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:56.605663', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 40, 'turn': 75, 'author': 'Leolani', 'utterance': 'I know agent usually do know noun.Tops, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'know', 'type': []}, 'object': {'label': 'noun.Tops', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:41:56.605663', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
77,Leolani2,stop,,
