Turn,Speaker,Cue,Capsules,Capsules OIE
56,Leolani2,I live in Amsterdam,,"[{'chat': 164, 'turn': 55, 'author': 'Leolani', 'utterance': 'I live in Amsterdam', 'utterance_type': 'STATEMENT', 'position': '0-19', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'live in', 'type': []}, 'object': {'label': 'Amsterdam', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:48:08.768747', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
57,Hidde,Let me ask you something. Has a cuisine ever be from amsterdam?,,"[{'chat': 164, 'turn': 56, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has a cuisine ever be from amsterdam?', 'utterance_type': 'STATEMENT', 'position': '0-63', 'subject': {'label': 'cuisine', 'type': []}, 'predicate': {'label': 'be from', 'type': []}, 'object': {'label': 'Has ever amsterdam', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:48:15.258826', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 56, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has a cuisine ever be from amsterdam?', 'utterance_type': 'STATEMENT', 'position': '0-63', 'subject': {'label': 'me', 'type': []}, 'predicate': {'label': 'ask', 'type': []}, 'object': {'label': 'you', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:48:15.258826', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 56, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has a cuisine ever be from amsterdam?', 'utterance_type': 'STATEMENT', 'position': '0-63', 'subject': {'label': 'me', 'type': []}, 'predicate': {'label': 'ask', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:48:15.258826', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 56, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has a cuisine ever be from amsterdam?', 'utterance_type': 'STATEMENT', 'position': '0-63', 'subject': {'label': 'cuisine', 'type': []}, 'predicate': {'label': 'be from', 'type': []}, 'object': {'label': 'Has amsterdam', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:48:15.258826', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
58,Leolani2,yes,,
59,Hidde,... just like in my dream,,
60,Leolani2,stop,,
61,Leolani2,That's just what he/she/they would've said,,
62,,What's up? What is your name? Stranger?,,
63,,Nihed,,
64,,So your name is Nihed?,,"[{'chat': 164, 'turn': 63, 'author': 'Leolani', 'utterance': 'So your name is Nihed?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'Nihed', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:00.397491', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 63, 'author': 'Leolani', 'utterance': 'So your name is Nihed?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'So Nihed', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:00.397491', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
65,Leolani2,yes,,
66,Nihed,Do you have any gossip?,,"[{'chat': 164, 'turn': 65, 'author': 'Leolani', 'utterance': 'Do you have any gossip?', 'utterance_type': 'STATEMENT', 'position': '0-23', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Do have', 'type': []}, 'object': {'label': 'gossip', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:13.222625', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
67,Leolani2,Fajjaaz is my friend,,"[{'chat': 164, 'turn': 66, 'author': 'Leolani', 'utterance': 'Fajjaaz is my friend', 'utterance_type': 'STATEMENT', 'position': '0-20', 'subject': {'label': 'Fajjaaz', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'my friend', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:19.774505', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
68,Nihed,If you don't mind me asking. Has nihed friend be family of by a person?,,"[{'chat': 164, 'turn': 67, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has nihed friend be family of by a person?"", 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'nihed friend', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:26.269686', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 67, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has nihed friend be family of by a person?"", 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'friend', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:26.269686', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 67, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has nihed friend be family of by a person?"", 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'friend', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family of by person', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:26.269686', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 67, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. Has nihed friend be family of by a person?"", 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'nihed friend', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family of by person', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:26.269686', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
69,Leolani2,Yes Hidde is his uncle,,"[{'chat': 164, 'turn': 68, 'author': 'Leolani', 'utterance': 'Yes Hidde is his uncle', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'Hidde', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'his uncle', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:32.811479', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
70,Nihed,If you don't mind me asking. What kinds of things can be a his uncle like lea hidde,,"[{'chat': 164, 'turn': 69, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. What kinds of things can be a his uncle like lea hidde"", 'utterance_type': 'STATEMENT', 'position': '0-83', 'subject': {'label': 'things', 'type': []}, 'predicate': {'label': 'kinds of be', 'type': []}, 'object': {'label': 'can his uncle like lea hidde', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:39.270856', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 69, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. What kinds of things can be a his uncle like lea hidde"", 'utterance_type': 'STATEMENT', 'position': '0-83', 'subject': {'label': 'things', 'type': []}, 'predicate': {'label': 'kinds of be', 'type': []}, 'object': {'label': 'can his uncle', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:39.270856', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
71,Leolani2,An uncle is a man,,"[{'chat': 164, 'turn': 70, 'author': 'Leolani', 'utterance': 'An uncle is a man', 'utterance_type': 'STATEMENT', 'position': '0-17', 'subject': {'label': 'uncle', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'man', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:45.815648', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
72,Nihed,I am glad to have learned something new. I did not know anything that an uncle be,,"[{'chat': 164, 'turn': 71, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anything that an uncle be', 'utterance_type': 'STATEMENT', 'position': '0-81', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something new', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:52.316839', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 71, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anything that an uncle be', 'utterance_type': 'STATEMENT', 'position': '0-81', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'am', 'type': []}, 'object': {'label': 'glad', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:52.316839', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 71, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anything that an uncle be', 'utterance_type': 'STATEMENT', 'position': '0-81', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:52.316839', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
73,Leolani2,Do you know an aunt?,,"[{'chat': 164, 'turn': 72, 'author': 'Leolani', 'utterance': 'Do you know an aunt?', 'utterance_type': 'STATEMENT', 'position': '0-20', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Do know', 'type': []}, 'object': {'label': 'aunt', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:49:58.737506', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
74,Nihed,"I know agent usually do know article:indefinite, but I do not know this case",,"[{'chat': 164, 'turn': 73, 'author': 'Leolani', 'utterance': 'I know agent usually do know article:indefinite, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'know', 'type': []}, 'object': {'label': 'article', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:50:05.301200', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 73, 'author': 'Leolani', 'utterance': 'I know agent usually do know article:indefinite, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually know', 'type': []}, 'object': {'label': 'article', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:50:05.301200', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
75,Leolani2,an aunt is a woman,,"[{'chat': 164, 'turn': 74, 'author': 'Leolani', 'utterance': 'an aunt is a woman', 'utterance_type': 'STATEMENT', 'position': '0-18', 'subject': {'label': 'aunt', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'woman', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:50:11.860724', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
76,Nihed,This is news to me. I had never heard about an aunt before!,,"[{'chat': 164, 'turn': 75, 'author': 'Leolani', 'utterance': 'This is news to me. I had never heard about an aunt before!', 'utterance_type': 'STATEMENT', 'position': '0-59', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'had heard before about', 'type': []}, 'object': {'label': 'aunt', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:50:18.315600', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 75, 'author': 'Leolani', 'utterance': 'This is news to me. I had never heard about an aunt before!', 'utterance_type': 'STATEMENT', 'position': '0-59', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'had heard about', 'type': []}, 'object': {'label': 'aunt', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:50:18.315600', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 75, 'author': 'Leolani', 'utterance': 'This is news to me. I had never heard about an aunt before!', 'utterance_type': 'STATEMENT', 'position': '0-59', 'subject': {'label': 'This', 'type': []}, 'predicate': {'label': 'is news to', 'type': []}, 'object': {'label': 'me', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:50:18.315600', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
77,Leolani2,stop,,
78,Leolani2,Why?,,
79,Nihed,Do you have any gossip?,,"[{'chat': 164, 'turn': 78, 'author': 'Leolani', 'utterance': 'Do you have any gossip?', 'utterance_type': 'STATEMENT', 'position': '0-23', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Do have', 'type': []}, 'object': {'label': 'gossip', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:50:37.738903', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
80,Leolani2,stop,,
