Turn,Speaker,Cue,Capsules,Capsules OIE
31,Leolani2,I like reading,,"[{'chat': 11, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who like reading', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-80', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'learned', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/learned'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:56.483460', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 11, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who like reading', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-80', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'learned', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/learned'}, 'object': {'label': 'something new', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something_new'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:56.483460', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 11, 'turn': 13, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who like reading', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-80', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'am', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/am'}, 'object': {'label': 'glad', 'type': [], 'uri': 'http://cltl.nl/leolani/world/glad'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:56.483460', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
32,Thomas,I am glad to have learned something new. I did not know anybody who like reading,,
33,Leolani2,Who likes reading?,,
34,Thomas,"I may be ignorant, bu tI don't know.I am sorry, I have no idea",,
35,Leolani2,stop,,
36,Leolani2,Interesting,,"[{'chat': 11, 'turn': 18, 'author': 'Leolani', 'utterance': ""Good to see you! I've told you my name, but what about yours? Stranger?"", 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-71', 'subject': {'label': 'Good', 'type': [], 'uri': 'http://cltl.nl/leolani/world/good'}, 'predicate': {'label': 'see', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/see'}, 'object': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:38:24.428449', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
37,Fina,"Good to see you! I've told you my name, but what about yours? Stranger?",,
38,Leolani2,fina,,"[{'chat': 41, 'turn': 1, 'author': 'Leolani', 'utterance': 'So your name is Fina?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'your name', 'type': [], 'uri': 'http://cltl.nl/leolani/world/your_name'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'Fina', 'type': [], 'uri': 'http://cltl.nl/leolani/world/fina'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:38:37.439543', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 41, 'turn': 1, 'author': 'Leolani', 'utterance': 'So your name is Fina?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'your name', 'type': [], 'uri': 'http://cltl.nl/leolani/world/your_name'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'So Fina', 'type': [], 'uri': 'http://cltl.nl/leolani/world/so_fina'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:38:37.439543', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
39,Fina,So your name is Fina?,,
40,Leolani2,yes,,
41,Fina,"Tell me something, anything!",,"[{'chat': 41, 'turn': 4, 'author': 'Fina', 'utterance': 'I like to cook', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-14', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/like'}, 'object': {'label': 'cook', 'type': [], 'uri': 'http://cltl.nl/leolani/world/cook'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:38:57.007907', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 41, 'turn': 4, 'author': 'Fina', 'utterance': 'I like to cook', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-14', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/like'}, 'object': {'label': 'to cook', 'type': [], 'uri': 'http://cltl.nl/leolani/world/to_cook'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:38:57.007907', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
42,Leolani2,I like to cook,,"[{'chat': 41, 'turn': 5, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. What types of Instance like cook do person orInstance usually like to"", 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-98', 'subject': {'label': 'person orInstance', 'type': [], 'uri': 'http://cltl.nl/leolani/world/person_orinstance'}, 'predicate': {'label': 'do like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/do_like'}, 'object': {'label': 'to', 'type': [], 'uri': 'http://cltl.nl/leolani/world/to'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:03.481798', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 41, 'turn': 5, 'author': 'Leolani', 'utterance': ""If you don't mind me asking. What types of Instance like cook do person orInstance usually like to"", 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-98', 'subject': {'label': 'person orInstance', 'type': [], 'uri': 'http://cltl.nl/leolani/world/person_orinstance'}, 'predicate': {'label': 'do usually like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/do_usually_like'}, 'object': {'label': 'to', 'type': [], 'uri': 'http://cltl.nl/leolani/world/to'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:03.481798', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
43,Fina,If you don't mind me asking. What types of Instance like cook do person orInstance usually like to,,"[{'chat': 41, 'turn': 6, 'author': 'Fina', 'utterance': 'A person can cook food', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-22', 'subject': {'label': 'person', 'type': [], 'uri': 'http://cltl.nl/leolani/world/person'}, 'predicate': {'label': 'can cook', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/can_cook'}, 'object': {'label': 'food', 'type': [], 'uri': 'http://cltl.nl/leolani/world/food'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:10.064667', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
44,Leolani2,A person can cook food,,
45,Fina,But at what cost?,,"[{'chat': 41, 'turn': 8, 'author': 'Fina', 'utterance': 'A pizza costs ten euros', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-23', 'subject': {'label': 'pizza', 'type': [], 'uri': 'http://cltl.nl/leolani/world/pizza'}, 'predicate': {'label': 'costs', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/costs'}, 'object': {'label': 'ten euros', 'type': [], 'uri': 'http://cltl.nl/leolani/world/ten_euros'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:22.991416', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
46,Leolani2,A pizza costs ten euros,,"[{'chat': 41, 'turn': 9, 'author': 'Leolani', 'utterance': 'So let it be written, ... so let it be done', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-43', 'subject': {'label': 'it', 'type': [], 'uri': 'http://cltl.nl/leolani/world/it'}, 'predicate': {'label': 'be', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'written', 'type': [], 'uri': 'http://cltl.nl/leolani/world/written'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:29.493355', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 41, 'turn': 9, 'author': 'Leolani', 'utterance': 'So let it be written, ... so let it be done', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-43', 'subject': {'label': 'it', 'type': [], 'uri': 'http://cltl.nl/leolani/world/it'}, 'predicate': {'label': 'be', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'done', 'type': [], 'uri': 'http://cltl.nl/leolani/world/done'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:29.493355', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
47,Fina,"So let it be written, ... so let it be done",,"[{'chat': 41, 'turn': 10, 'author': 'Fina', 'utterance': 'VU university is in Amsterdam', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-29', 'subject': {'label': 'VU university', 'type': [], 'uri': 'http://cltl.nl/leolani/world/vu_university'}, 'predicate': {'label': 'is in', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is_in'}, 'object': {'label': 'Amsterdam', 'type': [], 'uri': 'http://cltl.nl/leolani/world/amsterdam'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:35.974597', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
48,Leolani2,VU university is in Amsterdam,,
49,Fina,In this economy?,,"[{'chat': 41, 'turn': 12, 'author': 'Fina', 'utterance': 'I always fly business class ', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-28', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'fly', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/fly'}, 'object': {'label': 'business class', 'type': [], 'uri': 'http://cltl.nl/leolani/world/business_class'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:49.006626', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 41, 'turn': 12, 'author': 'Fina', 'utterance': 'I always fly business class ', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-28', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'always fly', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/always_fly'}, 'object': {'label': 'business class', 'type': [], 'uri': 'http://cltl.nl/leolani/world/business_class'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:49.006626', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
50,Leolani2,I always fly business class ,,"[{'chat': 41, 'turn': 13, 'author': 'Leolani', 'utterance': 'This is news to me. I had never heard about business class before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-66', 'subject': {'label': 'This', 'type': [], 'uri': 'http://cltl.nl/leolani/world/this'}, 'predicate': {'label': 'is news to', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is_news_to'}, 'object': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:55.475583', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 41, 'turn': 13, 'author': 'Leolani', 'utterance': 'This is news to me. I had never heard about business class before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-66', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard before about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_before_about'}, 'object': {'label': 'business class', 'type': [], 'uri': 'http://cltl.nl/leolani/world/business_class'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:55.475583', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 41, 'turn': 13, 'author': 'Leolani', 'utterance': 'This is news to me. I had never heard about business class before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-66', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_about'}, 'object': {'label': 'business class', 'type': [], 'uri': 'http://cltl.nl/leolani/world/business_class'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:39:55.475583', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
51,Fina,This is news to me. I had never heard about business class before!,,
52,Leolani2,Airplanes can fly,,
53,Fina,If you don't mind me asking. What types can airplanes can fly,,
54,Leolani2,All airplanes can fly,,"[{'chat': 41, 'turn': 17, 'author': 'Leolani', 'utterance': 'May I ask you why?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-18', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'May ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/may_ask'}, 'object': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:40:21.472355', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
55,Fina,May I ask you why?,,
56,Leolani2,stop,,
